id,key,value,type
3420509737,housenumber,65,addr
3420509737,postcode,25337,addr
3420509737,street,Am Fischteich,addr
3420509737,entrance,main,regular
3420509738,city,Elmshorn,addr
3420509738,country,DE,addr
3420509738,housenumber,66,addr
3420509738,postcode,25337,addr
3420509738,street,Am Fischteich,addr
3420509738,entrance,main,regular
3420509739,city,Elmshorn,addr
3420509739,country,DE,addr
3420509739,housenumber,67,addr
3420509739,postcode,25337,addr
3420509739,street,Am Fischteich,addr
3420509739,entrance,main,regular
3420509740,city,Elmshorn,addr
3420509740,country,DE,addr
3420509740,housenumber,68,addr
3420509740,postcode,25337,addr
3420509740,street,Am Fischteich,addr
3420509740,entrance,main,regular
3420509741,city,Elmshorn,addr
3420509741,country,DE,addr
3420509741,housenumber,69,addr
3420509741,postcode,25337,addr
3420509741,street,Am Fischteich,addr
3420509741,entrance,main,regular
3420509742,city,Elmshorn,addr
3420509742,country,DE,addr
3420509742,housenumber,70,addr
3420509742,postcode,25337,addr
3420509742,street,Am Fischteich,addr
3420509742,entrance,main,regular
3420509743,city,Elmshorn,addr
3420509743,country,DE,addr
3420509743,housenumber,71,addr
3420509743,postcode,25337,addr
3420509743,street,Am Fischteich,addr
3420509743,entrance,main,regular
3420509744,city,Elmshorn,addr
3420509744,country,DE,addr
3420509744,housenumber,72,addr
3420509744,postcode,25337,addr
3420509744,street,Am Fischteich,addr
3420509744,entrance,main,regular
3420509745,city,Elmshorn,addr
3420509745,country,DE,addr
3420509745,housenumber,73,addr
3420509745,postcode,25337,addr
3420509745,street,Am Fischteich,addr
3420509745,entrance,main,regular
3420509746,city,Elmshorn,addr
3420509746,country,DE,addr
3420509746,housenumber,74,addr
3420509746,postcode,25337,addr
3420509746,street,Am Fischteich,addr
3420509746,entrance,main,regular
3420509747,city,Elmshorn,addr
3420509747,country,DE,addr
3420509747,housenumber,75,addr
3420509747,postcode,25337,addr
3420509747,street,Am Fischteich,addr
3420509747,entrance,main,regular
3420509748,city,Elmshorn,addr
3420509748,country,DE,addr
3420509748,housenumber,76,addr
3420509748,postcode,25337,addr
3420509748,street,Am Fischteich,addr
3420509748,entrance,main,regular
3420509749,city,Elmshorn,addr
3420509749,country,DE,addr
3420509749,housenumber,77,addr
3420509749,postcode,25337,addr
3420509749,street,Am Fischteich,addr
3420509749,entrance,main,regular
3420509750,city,Elmshorn,addr
3420509750,country,DE,addr
3420509750,housenumber,78,addr
3420509750,postcode,25337,addr
3420509750,street,Am Fischteich,addr
3420509750,entrance,main,regular
3420509751,city,Elmshorn,addr
3420509751,country,DE,addr
3420509751,housenumber,79,addr
3420509751,postcode,25337,addr
3420509751,street,Am Fischteich,addr
3420509751,entrance,main,regular
3420509752,city,Elmshorn,addr
3420509752,country,DE,addr
3420509752,housenumber,80,addr
3420509752,postcode,25337,addr
3420509752,street,Am Fischteich,addr
3420509752,entrance,main,regular
3420509753,city,Elmshorn,addr
3420509753,country,DE,addr
3420509753,housenumber,81,addr
3420509753,postcode,25337,addr
3420509753,street,Am Fischteich,addr
3420509753,entrance,main,regular
3420509754,city,Elmshorn,addr
3420509754,country,DE,addr
3420509754,housenumber,83,addr
3420509754,postcode,25337,addr
3420509754,street,Am Fischteich,addr
3420509754,entrance,main,regular
3420509755,city,Elmshorn,addr
3420509755,country,DE,addr
3420509755,housenumber,85,addr
3420509755,postcode,25337,addr
3420509755,street,Am Fischteich,addr
3420509755,entrance,main,regular
3420555740,city,Elmshorn,addr
3420555740,country,DE,addr
3420555740,housenumber,10,addr
3420555740,postcode,25337,addr
3420555740,street,Diertgahren,addr
3420555740,entrance,main,regular
3420555741,city,Elmshorn,addr
3420555741,country,DE,addr
3420555741,housenumber,12,addr
3420555741,postcode,25337,addr
3420555741,street,Diertgahren,addr
3420555741,entrance,main,regular
3420555742,city,Elmshorn,addr
3420555742,country,DE,addr
3420555742,housenumber,13,addr
3420555742,postcode,25337,addr
3420555742,street,Diertgahren,addr
3420555742,entrance,main,regular
3420555743,city,Elmshorn,addr
3420555743,country,DE,addr
3420555743,housenumber,14,addr
3420555743,postcode,25337,addr
3420555743,street,Diertgahren,addr
3420555743,entrance,main,regular
3420555744,city,Elmshorn,addr
3420555744,country,DE,addr
3420555744,housenumber,15,addr
3420555744,postcode,25337,addr
3420555744,street,Diertgahren,addr
3420555744,entrance,main,regular
3420555745,city,Elmshorn,addr
3420555745,country,DE,addr
3420555745,housenumber,16,addr
3420555745,postcode,25337,addr
3420555745,street,Diertgahren,addr
3420555745,entrance,main,regular
3420555746,city,Elmshorn,addr
3420555746,country,DE,addr
3420555746,housenumber,17,addr
3420555746,postcode,25337,addr
3420555746,street,Diertgahren,addr
3420555746,entrance,main,regular
3420555747,city,Elmshorn,addr
3420555747,country,DE,addr
3420555747,housenumber,18,addr
3420555747,postcode,25337,addr
3420555747,street,Diertgahren,addr
3420555747,entrance,main,regular
3420555748,city,Elmshorn,addr
3420555748,country,DE,addr
3420555748,housenumber,19,addr
3420555748,postcode,25337,addr
3420555748,street,Diertgahren,addr
3420555748,entrance,main,regular
3420555749,city,Elmshorn,addr
3420555749,country,DE,addr
3420555749,housenumber,20,addr
3420555749,postcode,25337,addr
3420555749,street,Diertgahren,addr
3420555749,entrance,main,regular
3420555750,city,Elmshorn,addr
3420555750,country,DE,addr
3420555750,housenumber,21,addr
3420555750,postcode,25337,addr
3420555750,street,Diertgahren,addr
3420555750,entrance,main,regular
3420555751,city,Elmshorn,addr
3420555751,country,DE,addr
3420555751,housenumber,22,addr
3420555751,postcode,25337,addr
3420555751,street,Diertgahren,addr
3420555751,entrance,main,regular
3420555752,city,Elmshorn,addr
3420555752,country,DE,addr
3420555752,housenumber,23,addr
3420555752,postcode,25337,addr
3420555752,street,Diertgahren,addr
3420555752,entrance,main,regular
3420555753,city,Elmshorn,addr
3420555753,country,DE,addr
3420555753,housenumber,24,addr
3420555753,postcode,25337,addr
3420555753,street,Diertgahren,addr
3420555753,entrance,main,regular
3420555754,city,Elmshorn,addr
3420555754,country,DE,addr
3420555754,housenumber,25,addr
3420555754,postcode,25337,addr
3420555754,street,Diertgahren,addr
3420555754,entrance,main,regular
3420555755,city,Elmshorn,addr
3420555755,country,DE,addr
3420555755,housenumber,26,addr
3420555755,postcode,25337,addr
3420555755,street,Diertgahren,addr
3420555755,entrance,main,regular
3420555756,city,Elmshorn,addr
3420555756,country,DE,addr
3420555756,housenumber,27,addr
3420555756,postcode,25337,addr
3420555756,street,Diertgahren,addr
3420555756,entrance,main,regular
3420555757,city,Elmshorn,addr
3420555757,country,DE,addr
3420555757,housenumber,28,addr
3420555757,postcode,25337,addr
3420555757,street,Diertgahren,addr
3420555757,entrance,main,regular
3420555758,city,Elmshorn,addr
3420555758,country,DE,addr
3420555758,housenumber,30,addr
3420555758,postcode,25337,addr
3420555758,street,Diertgahren,addr
3420555758,entrance,main,regular
3420555759,city,Elmshorn,addr
3420555759,country,DE,addr
3420555759,housenumber,32,addr
3420555759,postcode,25337,addr
3420555759,street,Diertgahren,addr
3420555759,entrance,main,regular
3420555760,city,Elmshorn,addr
3420555760,country,DE,addr
3420555760,housenumber,34,addr
3420555760,postcode,25337,addr
3420555760,street,Diertgahren,addr
3420555760,entrance,main,regular
3420555761,city,Elmshorn,addr
3420555761,country,DE,addr
3420555761,housenumber,36,addr
3420555761,postcode,25337,addr
3420555761,street,Diertgahren,addr
3420555761,entrance,main,regular
3424029528,city,Barmstedt,addr
3424029528,country,DE,addr
3424029528,housenumber,10,addr
3424029528,postcode,25355,addr
3424029528,street,Küsterkamp,addr
3424029528,building,detached,regular
3424029529,city,Barmstedt,addr
3424029529,country,DE,addr
3424029529,housenumber,12,addr
3424029529,postcode,25355,addr
3424029529,street,Küsterkamp,addr
3424029529,building,detached,regular
3424029530,city,Barmstedt,addr
3424029530,country,DE,addr
3424029530,housenumber,14,addr
3424029530,postcode,25355,addr
3424029530,street,Küsterkamp,addr
3424029531,city,Barmstedt,addr
3424029531,country,DE,addr
3424029531,housenumber,16,addr
3424029531,postcode,25355,addr
3424029531,street,Küsterkamp,addr
3424029531,building,detached,regular
3424029532,city,Barmstedt,addr
3424029532,country,DE,addr
3424029532,housenumber,18,addr
3424029532,postcode,25355,addr
3424029532,street,Küsterkamp,addr
3424029532,building,detached,regular
3424029533,city,Barmstedt,addr
3424029533,country,DE,addr
3424029533,housenumber,2,addr
3424029533,postcode,25355,addr
3424029533,street,Küsterkamp,addr
3424029533,building,detached,regular
3424029534,city,Barmstedt,addr
3424029534,country,DE,addr
3424029534,housenumber,20,addr
3424029534,postcode,25355,addr
3424029534,street,Küsterkamp,addr
3424029534,building,detached,regular
3424029535,city,Barmstedt,addr
3424029535,country,DE,addr
3424029535,housenumber,22,addr
3424029535,postcode,25355,addr
3424029535,street,Küsterkamp,addr
3424029535,building,detached,regular
3424029536,city,Barmstedt,addr
3424029536,country,DE,addr
3424029536,housenumber,24,addr
3424029536,postcode,25355,addr
3424029536,street,Küsterkamp,addr
3424029536,building,detached,regular
3424029537,city,Barmstedt,addr
3424029537,country,DE,addr
3424029537,housenumber,4,addr
3424029537,postcode,25355,addr
3424029537,street,Küsterkamp,addr
3424029537,building,detached,regular
3424029538,city,Barmstedt,addr
3424029538,country,DE,addr
3424029538,housenumber,6,addr
3424029538,postcode,25355,addr
3424029538,street,Küsterkamp,addr
3424029538,building,detached,regular
3424029539,city,Barmstedt,addr
3424029539,country,DE,addr
3424029539,housenumber,8,addr
3424029539,postcode,25355,addr
3424029539,street,Küsterkamp,addr
3424029539,building,detached,regular
3428965784,city,Elmshorn,addr
3428965784,country,DE,addr
3428965784,housenumber,1,addr
3428965784,postcode,25335,addr
3428965784,street,Dehlerweg,addr
3428965784,entrance,main,regular
3428965785,city,Elmshorn,addr
3428965785,country,DE,addr
3428965785,housenumber,2,addr
3428965785,postcode,25335,addr
3428965785,street,Dehlerweg,addr
3428965785,entrance,main,regular
3428965786,city,Elmshorn,addr
3428965786,country,DE,addr
3428965786,housenumber,3,addr
3428965786,postcode,25335,addr
3428965786,street,Dehlerweg,addr
3428965786,entrance,main,regular
3428965787,city,Elmshorn,addr
3428965787,country,DE,addr
3428965787,housenumber,4,addr
3428965787,postcode,25335,addr
3428965787,street,Dehlerweg,addr
3428965787,entrance,main,regular
3428965788,city,Elmshorn,addr
3428965788,country,DE,addr
3428965788,housenumber,5,addr
3428965788,postcode,25335,addr
3428965788,street,Dehlerweg,addr
3428965788,entrance,main,regular
3428965789,city,Elmshorn,addr
3428965789,country,DE,addr
3428965789,housenumber,6,addr
3428965789,postcode,25335,addr
3428965789,street,Dehlerweg,addr
3428965789,entrance,main,regular
3428965790,city,Elmshorn,addr
3428965790,country,DE,addr
3428965790,housenumber,7,addr
3428965790,postcode,25335,addr
3428965790,street,Dehlerweg,addr
3428965790,entrance,main,regular
3429163034,city,Barmstedt,addr
3429163034,country,DE,addr
3429163034,housenumber,1,addr
3429163034,postcode,25355,addr
3429163034,street,Hamburger Straße,addr
3429163034,building,detached,regular
3429163035,city,Barmstedt,addr
3429163035,country,DE,addr
3429163035,housenumber,11,addr
3429163035,postcode,25355,addr
3429163035,street,Hamburger Straße,addr
3429163035,building,detached,regular
3429163036,city,Barmstedt,addr
3429163036,country,DE,addr
3429163036,housenumber,13,addr
3429163036,postcode,25355,addr
3429163036,street,Hamburger Straße,addr
3429163036,building,detached,regular
3429163037,city,Barmstedt,addr
3429163037,country,DE,addr
3429163037,housenumber,15,addr
3429163037,postcode,25355,addr
3429163037,street,Hamburger Straße,addr
3429163037,building,detached,regular
3429163038,city,Barmstedt,addr
3429163038,country,DE,addr
3429163038,housenumber,17,addr
3429163038,postcode,25355,addr
3429163038,street,Hamburger Straße,addr
3429163038,building,detached,regular
3429163039,city,Barmstedt,addr
3429163039,country,DE,addr
3429163039,housenumber,19,addr
3429163039,postcode,25355,addr
3429163039,street,Hamburger Straße,addr
3429163039,building,detached,regular
3429163040,city,Barmstedt,addr
3429163040,country,DE,addr
3429163040,housenumber,21,addr
3429163040,postcode,25355,addr
3429163040,street,Hamburger Straße,addr
3429163040,building,detached,regular
3429163041,city,Barmstedt,addr
3429163041,country,DE,addr
3429163041,housenumber,23,addr
3429163041,postcode,25355,addr
3429163041,street,Hamburger Straße,addr
3429163041,building,detached,regular
3429163042,city,Barmstedt,addr
3429163042,country,DE,addr
3429163042,housenumber,25,addr
3429163042,postcode,25355,addr
3429163042,street,Hamburger Straße,addr
3429163042,building,detached,regular
3429163043,city,Barmstedt,addr
3429163043,country,DE,addr
3429163043,housenumber,27,addr
3429163043,postcode,25355,addr
3429163043,street,Hamburger Straße,addr
3429163043,building,detached,regular
3429163044,city,Barmstedt,addr
3429163044,country,DE,addr
3429163044,housenumber,29,addr
3429163044,postcode,25355,addr
3429163044,street,Hamburger Straße,addr
3429163044,building,detached,regular
3429163045,city,Barmstedt,addr
3429163045,country,DE,addr
3429163045,housenumber,3,addr
3429163045,postcode,25355,addr
3429163045,street,Hamburger Straße,addr
3429163045,building,detached,regular
3429163046,city,Barmstedt,addr
3429163046,country,DE,addr
3429163046,housenumber,31,addr
3429163046,postcode,25355,addr
3429163046,street,Hamburger Straße,addr
3429163046,building,detached,regular
3429163047,city,Barmstedt,addr
3429163047,country,DE,addr
3429163047,housenumber,33,addr
3429163047,postcode,25355,addr
3429163047,street,Hamburger Straße,addr
3429163047,building,detached,regular
3429163048,city,Barmstedt,addr
3429163048,country,DE,addr
3429163048,housenumber,35,addr
3429163048,postcode,25355,addr
3429163048,street,Hamburger Straße,addr
3429163048,building,detached,regular
3429163049,city,Barmstedt,addr
3429163049,country,DE,addr
3429163049,housenumber,37,addr
3429163049,postcode,25355,addr
3429163049,street,Hamburger Straße,addr
3429163049,building,detached,regular
3429163050,city,Barmstedt,addr
3429163050,country,DE,addr
3429163050,housenumber,39,addr
3429163050,postcode,25355,addr
3429163050,street,Hamburger Straße,addr
3429163050,building,detached,regular
3429163051,city,Barmstedt,addr
3429163051,country,DE,addr
3429163051,housenumber,41,addr
3429163051,postcode,25355,addr
3429163051,street,Hamburger Straße,addr
3429163051,building,detached,regular
3429163052,city,Barmstedt,addr
3429163052,country,DE,addr
3429163052,housenumber,43,addr
3429163052,postcode,25355,addr
3429163052,street,Hamburger Straße,addr
3429163052,building,detached,regular
3429163053,city,Barmstedt,addr
3429163053,country,DE,addr
3429163053,housenumber,45,addr
3429163053,postcode,25355,addr
3429163053,street,Hamburger Straße,addr
3429163053,building,detached,regular
3429163054,city,Barmstedt,addr
3429163054,country,DE,addr
3429163054,housenumber,47,addr
3429163054,postcode,25355,addr
3429163054,street,Hamburger Straße,addr
3429163054,building,detached,regular
3429163055,city,Barmstedt,addr
3429163055,country,DE,addr
3429163055,housenumber,49,addr
3429163055,postcode,25355,addr
3429163055,street,Hamburger Straße,addr
3429163055,building,detached,regular
3429163056,city,Barmstedt,addr
3429163056,country,DE,addr
3429163056,housenumber,5,addr
3429163056,postcode,25355,addr
3429163056,street,Hamburger Straße,addr
3429163056,building,detached,regular
3429163057,city,Barmstedt,addr
3429163057,country,DE,addr
3429163057,housenumber,51,addr
3429163057,postcode,25355,addr
3429163057,street,Hamburger Straße,addr
3429163057,building,detached,regular
3429163058,city,Barmstedt,addr
3429163058,country,DE,addr
3429163058,housenumber,53,addr
3429163058,postcode,25355,addr
3429163058,street,Hamburger Straße,addr
3429163058,building,detached,regular
3429163059,city,Barmstedt,addr
3429163059,country,DE,addr
3429163059,housenumber,55,addr
3429163059,postcode,25355,addr
3429163059,street,Hamburger Straße,addr
3429163059,building,detached,regular
3429163060,city,Barmstedt,addr
3429163060,country,DE,addr
3429163060,housenumber,57,addr
3429163060,postcode,25355,addr
3429163060,street,Hamburger Straße,addr
3429163060,building,detached,regular
3429163061,city,Barmstedt,addr
3429163061,country,DE,addr
3429163061,housenumber,59,addr
3429163061,postcode,25355,addr
3429163061,street,Hamburger Straße,addr
3429163061,building,detached,regular
3429163062,city,Barmstedt,addr
3429163062,country,DE,addr
3429163062,housenumber,61,addr
3429163062,postcode,25355,addr
3429163062,street,Hamburger Straße,addr
3429163062,building,detached,regular
3429163063,city,Barmstedt,addr
3429163063,country,DE,addr
3429163063,housenumber,7,addr
3429163063,postcode,25355,addr
3429163063,street,Hamburger Straße,addr
3429163063,building,detached,regular
3429163064,city,Barmstedt,addr
3429163064,country,DE,addr
3429163064,housenumber,9,addr
3429163064,postcode,25355,addr
3429163064,street,Hamburger Straße,addr
3429163064,building,detached,regular
3429178971,city,Barmstedt,addr
3429178971,country,DE,addr
3429178971,housenumber,12,addr
3429178971,postcode,25355,addr
3429178971,street,Austraße,addr
3429178971,building,detached,regular
3429178972,city,Barmstedt,addr
3429178972,country,DE,addr
3429178972,housenumber,13,addr
3429178972,postcode,25355,addr
3429178972,street,Austraße,addr
3429178972,building,detached,regular
3429178973,city,Barmstedt,addr
3429178973,country,DE,addr
3429178973,housenumber,13a,addr
3429178973,postcode,25355,addr
3429178973,street,Austraße,addr
3429178973,building,detached,regular
3429178974,city,Barmstedt,addr
3429178974,country,DE,addr
3429178974,housenumber,15,addr
3429178974,postcode,25355,addr
3429178974,street,Austraße,addr
3429178974,building,detached,regular
3429178975,city,Barmstedt,addr
3429178975,country,DE,addr
3429178975,housenumber,17,addr
3429178975,postcode,25355,addr
3429178975,street,Austraße,addr
3429178975,building,detached,regular
3429178976,city,Barmstedt,addr
3429178976,country,DE,addr
3429178976,housenumber,18,addr
3429178976,postcode,25355,addr
3429178976,street,Austraße,addr
3429178976,building,detached,regular
3429178977,city,Barmstedt,addr
3429178977,country,DE,addr
3429178977,housenumber,19,addr
3429178977,postcode,25355,addr
3429178977,street,Austraße,addr
3429178977,building,detached,regular
3429178978,city,Barmstedt,addr
3429178978,country,DE,addr
3429178978,housenumber,2,addr
3429178978,postcode,25355,addr
3429178978,street,Austraße,addr
3429178978,building,detached,regular
3429178979,city,Barmstedt,addr
3429178979,country,DE,addr
3429178979,housenumber,20,addr
3429178979,postcode,25355,addr
3429178979,street,Austraße,addr
3429178979,building,detached,regular
3429178980,city,Barmstedt,addr
3429178980,country,DE,addr
3429178980,housenumber,21,addr
3429178980,postcode,25355,addr
3429178980,street,Austraße,addr
3429178980,building,detached,regular
3429178981,city,Barmstedt,addr
3429178981,country,DE,addr
3429178981,housenumber,22,addr
3429178981,postcode,25355,addr
3429178981,street,Austraße,addr
3429178981,building,detached,regular
3429178982,city,Barmstedt,addr
3429178982,country,DE,addr
3429178982,housenumber,23,addr
3429178982,postcode,25355,addr
3429178982,street,Austraße,addr
3429178982,building,detached,regular
3429178983,city,Barmstedt,addr
3429178983,country,DE,addr
3429178983,housenumber,24,addr
3429178983,postcode,25355,addr
3429178983,street,Austraße,addr
3429178983,building,detached,regular
3429178984,city,Barmstedt,addr
3429178984,country,DE,addr
3429178984,housenumber,25,addr
3429178984,postcode,25355,addr
3429178984,street,Austraße,addr
3429178984,building,detached,regular
3429178985,city,Barmstedt,addr
3429178985,country,DE,addr
3429178985,housenumber,27,addr
3429178985,postcode,25355,addr
3429178985,street,Austraße,addr
3429178985,building,detached,regular
3429178987,city,Barmstedt,addr
3429178987,country,DE,addr
3429178987,housenumber,4,addr
3429178987,postcode,25355,addr
3429178987,street,Austraße,addr
3429178987,building,detached,regular
3429178988,city,Barmstedt,addr
3429178988,country,DE,addr
3429178988,housenumber,6,addr
3429178988,postcode,25355,addr
3429178988,street,Austraße,addr
3429178988,building,detached,regular
3429178989,city,Barmstedt,addr
3429178989,country,DE,addr
3429178989,housenumber,7,addr
3429178989,postcode,25355,addr
3429178989,street,Austraße,addr
3429178989,building,detached,regular
3429178990,city,Barmstedt,addr
3429178990,country,DE,addr
3429178990,housenumber,8,addr
3429178990,postcode,25355,addr
3429178990,street,Austraße,addr
3429178990,building,detached,regular
3429178990,name,Friseur Krecklow,regular
3429178990,shop,hairdresser,regular
3429178991,city,Barmstedt,addr
3429178991,country,DE,addr
3429178991,housenumber,9,addr
3429178991,postcode,25355,addr
3429178991,street,Austraße,addr
3429178991,building,detached,regular
3429193693,city,Barmstedt,addr
3429193693,country,DE,addr
3429193693,housenumber,8,addr
3429193693,postcode,25355,addr
3429193693,street,Schulstraße,addr
3429193698,entrance,main,regular
3430868172,city,Elmshorn,addr
3430868172,country,DE,addr
3430868172,housenumber,7,addr
3430868172,postcode,25336,addr
3430868172,street,Fehrsstraße,addr
3430868172,entrance,yes,regular
3430868181,leisure,playground,regular
3432197775,historic,memorial,regular
3432197775,image,https://upload.wikimedia.org/wikipedia/commons/c/c7/Stolperstein_Heinrich_Kastning.png,regular
3432197775,text,Hier wohnte Heinrich Kastning jg. 1904 Im Widerstand verhaftet Gefängnis in Kiel tot 15.08.1941,memorial
3432197775,type,stolperstein,memorial
3432197775,name,Heinrich Kastning,regular
3432197776,historic,memorial,regular
3432197776,text,Hier wohnte Max Wriedt jg. 1886 Im Widerstand mehrmals verhaftet zuletzt 1934 KZ Fuhlsbüttel Ermordert 21.1.1935,memorial
3432197776,type,stolperstein,memorial
3432197776,name,Max Wriedt,regular
3432197777,historic,memorial,regular
3432197777,image,https://upload.wikimedia.org/wikipedia/commons/a/aa/Stolperstein_Reinhold_Jürgensen.png,regular
3432197777,text,Hier wohnte Reinhold Jürgensen jg. 1898 Reichstagsabgeordneter mehrmals verhaftet zuletzt 19.12.1934 KZ Fuhlsbüttel Erschlagen von SS 20.12.1934,memorial
3432197777,type,stolperstein,memorial
3432197777,name,Reinhold Jürgensen,regular
3432197777,wikidata,Q2141435,subject
3432197777,wikipedia,de:Reinhold Jürgensen,subject
3432197777,wikidata,Q43651372,regular
3434942564,city,Tornesch,addr
3434942564,housenumber,1,addr
3434942564,postcode,25436,addr
3434942564,street,Pinnauring,addr
3434942564,entrance,main,regular
3434942565,city,Tornesch,addr
3434942565,housenumber,10,addr
3434942565,postcode,25436,addr
3434942565,street,Anne-Frank-Weg,addr
3434942565,entrance,main,regular
3434942566,city,Tornesch,addr
3434942566,housenumber,10,addr
3434942566,postcode,25436,addr
3434942566,street,Marie-Juchacz-Straße,addr
3434942566,entrance,main,regular
3434942567,city,Tornesch,addr
3434942567,country,DE,addr
3434942567,housenumber,11,addr
3434942567,postcode,25436,addr
3434942567,street,Pinnauring,addr
3434942567,entrance,main,regular
3434942568,city,Tornesch,addr
3434942568,housenumber,12,addr
3434942568,postcode,25436,addr
3434942568,street,Anne-Frank-Weg,addr
3434942568,entrance,main,regular
3434942569,city,Tornesch,addr
3434942569,housenumber,12,addr
3434942569,postcode,25436,addr
3434942569,street,Marie-Juchacz-Straße,addr
3434942569,entrance,main,regular
3434942570,city,Tornesch,addr
3434942570,country,DE,addr
3434942570,housenumber,13,addr
3434942570,postcode,25436,addr
3434942570,street,Pinnauring,addr
3434942570,entrance,main,regular
3434942571,city,Tornesch,addr
3434942571,housenumber,14,addr
3434942571,postcode,25436,addr
3434942571,street,Anne-Frank-Weg,addr
3434942571,entrance,main,regular
3434942572,city,Tornesch,addr
3434942572,housenumber,14,addr
3434942572,postcode,25436,addr
3434942572,street,Marie-Juchacz-Straße,addr
3434942572,entrance,main,regular
3434942573,city,Tornesch,addr
3434942573,country,DE,addr
3434942573,housenumber,15,addr
3434942573,postcode,25436,addr
3434942573,street,Pinnauring,addr
3434942573,entrance,main,regular
3434942574,city,Tornesch,addr
3434942574,housenumber,16,addr
3434942574,postcode,25436,addr
3434942574,street,Anne-Frank-Weg,addr
3434942574,entrance,main,regular
3434942575,city,Tornesch,addr
3434942575,housenumber,16,addr
3434942575,postcode,25436,addr
3434942575,street,Marie-Juchacz-Straße,addr
3434942575,entrance,main,regular
3434942576,city,Tornesch,addr
3434942576,country,DE,addr
3434942576,housenumber,17,addr
3434942576,postcode,25436,addr
3434942576,street,Pinnauring,addr
3434942576,entrance,main,regular
3434942577,city,Tornesch,addr
3434942577,housenumber,18,addr
3434942577,postcode,25436,addr
3434942577,street,Marie-Juchacz-Straße,addr
3434942577,entrance,main,regular
3434942578,city,Tornesch,addr
3434942578,country,DE,addr
3434942578,housenumber,19,addr
3434942578,postcode,25436,addr
3434942578,street,Pinnauring,addr
3434942578,entrance,main,regular
3434942579,city,Tornesch,addr
3434942579,housenumber,2,addr
3434942579,postcode,25436,addr
3434942579,street,Anne-Frank-Weg,addr
3434942579,entrance,main,regular
3434942580,city,Tornesch,addr
3434942580,housenumber,2,addr
3434942580,postcode,25436,addr
3434942580,street,Marie-Juchacz-Straße,addr
3434942580,entrance,main,regular
3434942581,city,Tornesch,addr
3434942581,housenumber,21,addr
3434942581,postcode,25436,addr
3434942581,street,Bertha-von-Suttner-Ring,addr
3434942581,entrance,main,regular
3434942582,city,Tornesch,addr
3434942582,country,DE,addr
3434942582,housenumber,21,addr
3434942582,postcode,25436,addr
3434942582,street,Pinnauring,addr
3434942582,entrance,main,regular
3434942583,city,Tornesch,addr
3434942583,housenumber,23,addr
3434942583,postcode,25436,addr
3434942583,street,Bertha-von-Suttner-Ring,addr
3434942583,entrance,main,regular
3434942584,city,Tornesch,addr
3434942584,country,DE,addr
3434942584,housenumber,23,addr
3434942584,postcode,25436,addr
3434942584,street,Pinnauring,addr
3434942584,entrance,main,regular
3434942585,city,Tornesch,addr
3434942585,housenumber,25,addr
3434942585,postcode,25436,addr
3434942585,street,Bertha-von-Suttner-Ring,addr
3434942585,entrance,main,regular
3434942586,city,Tornesch,addr
3434942586,housenumber,27,addr
3434942586,postcode,25436,addr
3434942586,street,Bertha-von-Suttner-Ring,addr
3434942586,entrance,main,regular
3434942587,city,Tornesch,addr
3434942587,housenumber,29,addr
3434942587,postcode,25436,addr
3434942587,street,Bertha-von-Suttner-Ring,addr
3434942587,entrance,main,regular
3434942588,city,Tornesch,addr
3434942588,housenumber,3,addr
3434942588,postcode,25436,addr
3434942588,street,Pinnauring,addr
3434942588,entrance,main,regular
3434942589,city,Tornesch,addr
3434942589,housenumber,31,addr
3434942589,postcode,25436,addr
3434942589,street,Bertha-von-Suttner-Ring,addr
3434942589,entrance,main,regular
3434942590,city,Tornesch,addr
3434942590,housenumber,33,addr
3434942590,postcode,25436,addr
3434942590,street,Bertha-von-Suttner-Ring,addr
3434942590,entrance,main,regular
3434942591,city,Tornesch,addr
3434942591,housenumber,35,addr
3434942591,postcode,25436,addr
3434942591,street,Bertha-von-Suttner-Ring,addr
3434942591,entrance,main,regular
3434942592,city,Tornesch,addr
3434942592,housenumber,37,addr
3434942592,postcode,25436,addr
3434942592,street,Bertha-von-Suttner-Ring,addr
3434942592,entrance,main,regular
3434944693,city,Tornesch,addr
3434944693,housenumber,4,addr
3434944693,postcode,25436,addr
3434944693,street,Anne-Frank-Weg,addr
3434944693,entrance,main,regular
3434944694,city,Tornesch,addr
3434944694,housenumber,4,addr
3434944694,postcode,25436,addr
3434944694,street,Marie-Juchacz-Straße,addr
3434944694,entrance,main,regular
3434944695,city,Tornesch,addr
3434944695,housenumber,6,addr
3434944695,postcode,25436,addr
3434944695,street,Anne-Frank-Weg,addr
3434944695,entrance,main,regular
3434944696,city,Tornesch,addr
3434944696,housenumber,6,addr
3434944696,postcode,25436,addr
3434944696,street,Marie-Juchacz-Straße,addr
3434944696,entrance,main,regular
3434944697,city,Tornesch,addr
3434944697,housenumber,60,addr
3434944697,postcode,25436,addr
3434944697,street,Esinger Straße,addr
3434944697,entrance,main,regular
3434944698,city,Tornesch,addr
3434944698,housenumber,8,addr
3434944698,postcode,25436,addr
3434944698,street,Anne-Frank-Weg,addr
3434944698,entrance,main,regular
3434944699,city,Tornesch,addr
3434944699,housenumber,8,addr
3434944699,postcode,25436,addr
3434944699,street,Marie-Juchacz-Straße,addr
3434944699,entrance,main,regular
3434944700,city,Tornesch,addr
3434944700,country,DE,addr
3434944700,housenumber,9,addr
3434944700,postcode,25436,addr
